Date,VolksWagen,BMW,Allianz
2011-01-03,93.68965148925781,41.97055435180664,53.347774505615234
2011-01-04,95.27408599853516,41.485618591308594,53.50831985473633
2011-01-05,93.39776611328125,41.00068664550781,53.383460998535156
2011-01-06,93.7313461303711,40.91189956665039,54.21589660644531
2011-01-07,95.98289489746094,40.50892639160156,54.007789611816406
2011-01-10,95.48253631591797,39.93520736694336,53.538055419921875
2011-01-11,98.52632141113281,40.74797439575195,53.18723678588867
2011-01-12,98.7764892578125,40.51575469970703,54.70347595214844
2011-01-13,97.06696319580078,39.395633697509766,56.48727798461914
2011-01-14,97.69239807128906,40.2562141418457,56.73107147216797
2011-01-17,97.23375701904297,39.98984909057617,56.66566467285156
2011-01-18,98.73479461669922,40.12644577026367,57.34946060180664
2011-01-19,96.90019226074219,39.51857376098633,57.064048767089844
2011-01-20,94.18998718261719,37.91351318359375,57.56351852416992
2011-01-21,93.02252197265625,38.04328536987305,58.12244415283203
2011-01-24,91.7299575805664,37.72227478027344,58.55056381225586
2011-01-25,91.06282806396484,38.302825927734375,57.973793029785156
2011-01-26,93.7313461303711,38.89704132080078,57.77756118774414
2011-01-27,93.48116302490234,39.142921447753906,59.99544906616211
2011-01-28,93.48116302490234,38.999488830566406,59.66841125488281
2011-01-31,92.5638656616211,38.302825927734375,60.32247543334961
2011-02-01,92.93911743164062,38.59651565551758,63.176570892333984
2011-02-02,91.7299575805664,38.56919860839844,63.02791976928711
2011-02-03,89.6034927368164,39.15658187866211,62.671146392822266
2011-02-04,91.93843841552734,38.828739166259766,62.96846389770508
2011-02-07,92.8557357788086,40.19474411010742,63.087371826171875
2011-02-08,95.27408599853516,42.06617736816406,63.711708068847656
2011-02-09,95.27408599853516,41.861270904541016,63.236019134521484
2011-02-10,95.89950561523438,42.148128509521484,62.96846389770508
2011-02-11,96.65001678466797,43.12482833862305,63.32522201538086
2011-02-14,97.85919189453125,43.12482833862305,62.6116943359375
2011-02-15,95.6076431274414,42.332542419433594,63.32522201538086
2011-02-16,95.44084167480469,42.11397933959961,64.15766143798828
2011-02-17,93.81472778320312,41.690521240234375,63.8009033203125
2011-02-18,94.56524658203125,41.3626823425293,64.24685668945312
2011-02-21,93.60624694824219,41.185096740722656,62.938724517822266
2011-02-22,93.02252197265625,41.27389144897461,62.760337829589844
2011-02-23,91.0211410522461,39.819091796875,62.19548034667969
2011-02-24,87.39363861083984,38.93118667602539,60.530574798583984
2011-02-25,91.10452270507812,40.09229278564453,60.946807861328125
2011-02-28,91.7299575805664,40.14692687988281,62.0765495300293
2011-03-01,91.27131652832031,40.75480270385742,61.541404724121094
2011-03-02,89.81197357177734,39.61419677734375,60.88734817504883
2011-03-03,90.18722534179688,39.675662994384766,61.95763397216797
2011-03-04,88.5194091796875,39.46392822265625,62.22519302368164
2011-03-07,88.72789764404297,39.436614990234375,62.13600540161133
2011-03-08,91.56317138671875,39.59370040893555,61.92789840698242
2011-03-09,90.85435485839844,39.70981216430664,62.017093658447266
2011-03-10,87.26854705810547,39.013153076171875,60.649497985839844
2011-03-11,88.18585205078125,38.453086853027344,59.353267669677734
2011-03-14,87.39363861083984,38.11158752441406,57.617027282714844
2011-03-15,87.39363861083984,37.08025360107422,55.92836380004883
2011-03-16,83.55764770507812,36.260650634765625,54.263465881347656
2011-03-17,84.85021209716797,36.97096633911133,56.51702117919922
2011-03-18,84.97529602050781,37.770084381103516,55.839168548583984
2011-03-21,88.18585205078125,37.86570358276367,57.60513687133789
2011-03-22,86.68480682373047,37.285152435302734,57.682430267333984
2011-03-23,85.68411254882812,37.749595642089844,58.057029724121094
2011-03-24,87.81058502197266,39.34098434448242,58.97272491455078
2011-03-25,87.81058502197266,39.24536895751953,58.72893142700195
2011-03-28,87.97737884521484,39.177066802978516,58.90137481689453
2011-03-29,87.56041717529297,39.19756317138672,58.20568084716797
2011-03-30,90.7709732055664,39.99667739868164,59.66841125488281
2011-03-31,90.31231689453125,40.12644577026367,58.88353729248047
2011-04-01,90.27062225341797,41.8134651184082,59.87651443481445
2011-04-04,91.98014068603516,41.260231018066406,59.51976013183594
2011-04-05,92.39708709716797,41.663204193115234,59.787330627441406
2011-04-06,92.18861389160156,41.53343200683594,60.59004592895508
2011-04-07,88.64450073242188,40.385986328125,60.649497985839844
2011-04-08,88.76957702636719,39.98301315307617,61.6306037902832
2011-04-11,86.72650909423828,38.999488830566406,62.04682159423828
2011-04-12,85.18378448486328,38.685306549072266,61.57114028930664
2011-04-13,86.30953979492188,39.334163665771484,62.0765495300293
2011-04-14,87.4353256225586,39.573211669921875,60.97653579711914
2011-04-15,87.14346313476562,39.69614791870117,61.42250442504883
2011-04-18,85.8926010131836,39.07461929321289,58.4911003112793
2011-04-19,87.26854705810547,40.15376663208008,58.81812286376953
2011-04-20,91.68827056884766,41.342193603515625,60.17382049560547
2011-04-21,92.35540008544922,41.663204193115234,60.7684211730957
2011-04-26,92.39708709716797,42.148128509521484,61.33329391479492
2011-04-27,97.94257354736328,42.30522918701172,61.838706970214844
2011-04-28,99.11003875732422,43.15215301513672,62.790077209472656
2011-04-29,100.4026107788086,43.48681640625,63.20629119873047
2011-05-02,101.36161041259766,44.01273727416992,62.96846389770508
2011-05-03,101.27821350097656,43.28191375732422,63.236019134521484
